Sigla IES;Nome;Autores
UNESP-ARARAQUARA;NANOFORMULAÇÃO TÓPICA À BASE DO ÓLEO DE PIAÇAVA CONTENDO RESVERATROL E SUA APLICAÇÃO FARMACÊUTICA;['NELSON BARROS COLAUTO', 'DANIEL TORRES PEREIRA', 'BIANE OLIVEIRA PHILADELPHO', 'MYLA LOBO DE SOUZA', 'FABIANA PACHECO REIS BATISTA', 'RONE APARECIDO DE GRANDIS', 'MARIANA BARROS DE CERQUEIRA E SILVA', 'PRISCILA ANJOS MIRANDA', 'DOUGLAS DOURADO OLIVEIRA', 'EDERLAN DE SOUZA FERREIRA', 'FERNANDO ROGERIO PAVAN', 'FABIO ROCHA FORMIGA', 'CAROLINA OLIVEIRA DE SOUZA', 'EDUARDO MAFFUD CILLI']
UFJF;FILME POLIMÉRICO BIOATIVO MULTIFUNCIONAL DE ÓLEO-RESINA DE COPAÍBA E QUITOSANA PARA LESÕES ULCERATIVAS ORAIS E SISTÊMICAS;['ANA CAROLINA MORAIS APOLONIO', 'MARCELLE SILVA ALVES DE PAULA', 'TALEESSA VIEIRA GOMES', 'MARIANA SIMOES DE OLIVEIRA', 'ANA BARBARA POLO', 'GUILHERME DINIZ TAVARES']
UCB;BIONANOCOMPÓSITO PRODUZIDO À BASE DE NANOFIBRAS DE CELULOSE DO COCO VERDE (COCUS NUCIFERA L.) COM AÇÃO ANTIMICROBIANA - T4 (PATENTE DEPOSITADA);['MARIA LUCILA HERNANDEZ MACEDO', 'DANIELE RODRIGUES DO NASCIMENTO SANTOS', 'ISABELLA CICERA DIAS MIRANDA', 'JORGE ALBERTO LOPEZ RODRIGUEZ', 'MARIA DAS GRACAS MACHADO FREIRE', 'LUIZ FERNANDO ROMANHOLO FERREIRA']
UFPA;PROCESSO, PRODUTO E USO DE COMPOSTO COM ATIVIDADE ANTIOXIDANTE DERIVADO DA XANTONA RAVENELINA (RVL) PARA APLICAÇÕES INDUSTRIAIS;['SYLVIO ROBERTO ACCIOLY CANUTO', 'NATHIEL SARGES MORAES', 'NEIDY SAMARA SOUSA DOS SANTOS', 'MURILLO HALO QUEIROZ DE OLIVEIRA', 'HELLEN BERTOLETTI BARBIERI', 'MAYRA SUELEN DA SILVA PINHEIRO', 'DAVI DO SOCORRO BARROS BRASIL', 'ANTONIO RODRIGUES DA CUNHA', 'HERBERT DE CASTRO GEORG', 'EZEQUIEL DE ANDRADE BELO', 'RODRIGO DO MONTE GESTER', 'JOSE DE ARIMATEIA RODRIGUES DO REGO', 'TAICIA PACHECO FILL', 'ANDREY MOACIR DO ROSARIO MARINHO', 'PATRICIA SANTANA BARBOSA MARINHO', 'KALINE RABELO COUTINHO']
FURG;ESPONJA POROSA DE QUITOSANA PARA REMOÇÃO DE ÓLEO LUBRIFICANTE USADO (OLU) EM SISTEMA AQUOSO;['LUIZ ANTONIO DE ALMEIDA PINTO', 'ARIANE BORGES RIBEIRO', 'FRANCISCA ZUCHOSKI RIZZI', 'VIVIANE DE CARVALHO ARABIDIAN', 'ALICE NERI DA SILVA SOUSA', 'RAFAEL GERHARDT', 'BRUNA SILVA DE FARIAS', 'ROMULO HENRIQUE BATISTA DE FARIAS', 'NAURO DA SILVEIRA JUNIOR', 'TITO ROBERTO SANT ANNA CADAVAL JUNIOR']
UFMS;AVALIAÇÃO MULTIFUNCIONAL DO PEPTÍDEO SINTÉTICO BIOINSPIRADO NA TOXINA TITYUS SERRULATUS;['MARIA LIGIA RODRIGUES MACEDO', 'VALENTINA NIETO MARIN', 'LINCOLN TAKASHI HOTA MUKOYAMA', 'CLAUDIANE VILHARROEL ALMEIDA', 'PATRICIA SOUZA E SILVA', 'SIMONE SIMIONATTO', 'DANIELI FERNANDA BUCCINI', 'ANA PAULA DE ARAUJO BOLETI', 'LUDOVICO MIGLIOLO', 'LUANA ROSSATO']
UFJF;BR1020240195329 (DEPÓSITO DE PATENTE) BIOCURATIVOS ANTIFÚNGICOS À BASE DE QUITOSANA E EXTRATO DE MITRACARPUS FRIGIDUS PARA TRATAMENTO DE CANDIDÍASE VULVOVAGINAL E OROFARÍNGEA: PROCESSO DE OBTENÇÃO, COMPOSIÇÕES E USOS;['LUIZ FERNANDO CAPPA DE OLIVEIRA', 'NATASHA SILVA MAYRINK', 'GUSTAVO LUCAS DA SILVA LIMA', 'MARIANA HAUCK VIANNA', 'IRLEY OLIVIA MENDONCA DINIZ', 'THAYNA GOMES FERREIRA', 'LARA MELO CAMPOS', 'MATHEUS TORRES BRANCA', 'ANA BARBARA POLO', 'ARI SERGIO DE OLIVEIRA LEMOS', 'JULIA BERTOLINI FAJARDO', 'MARIANE ROCHA CORDEIRO', 'ELAINE SOARES COIMBRA', 'THAIS NOGUEIRA BARRADAS', 'RODRIGO LUIZ FABRI', 'GUILHERME DINIZ TAVARES', 'ANGELO MARCIO LEITE DENADAI']
USP-SÃO CARLOS;EXOSQUELETO MODULAR DE MEMBROS INFERIORES;['WILIAN MIRANDA DOS SANTOS', 'GUSTAVO CASAGRANDE OLIVEIRA', 'ADRIANO ALMEIDA GONCALVES SIQUEIRA']
UEM;PROCESSO E APLICAÇÃO DO HIDROLISADO ORIUNDO DE PELE DE TILÁPIA;['VALQUIRIA DE MORAES SILVA', 'BEATRIZ SANTOS ROCHA', 'EVELIN LEMOS DE OLIVEIRA', 'EDUARDO CESAR MEURER']
UFRJ;AMIDAS BLOQUEADORAS DE NAV 1.7 E/OU NAV 1.8, SEUS PROCESSOS DE OBTENÇÃO, COMPOSIÇÕES, USOS, MÉTODOS DE TRATAMENTO DESTES E KITS;['CARLOS ALBERTO MANSSOUR FRAGA', 'LUIS EDUARDO REINA GAMBA', 'LIDIA MOREIRA LIMA', 'ELIEZER JESUS DE LACERDA BARREIRO']
UFPA;RAÇÃO SUSTENTÁVEL PARA PEIXES ONÍVOROS E CARNÍVOROS UTILIZANDO RESÍDUOS DA CADEIA PRODUTIVA DO AÇAÍ (CAROÇO DE AÇAÍ) E SUBPRODUTOS VEGETAIS E AGRÍCOLAS DA AMAZÔNIA;['JOSE DE ARIMATEIA RODRIGUES DO REGO', 'NATHIEL SARGES MORAES', 'MARIA JAQUELINE BAILAO SILVA', 'FABRINE SILVA ALVES']
UFABC;MÉTODO DE RECONSTRUÇÃO DE IMAGENS;['DENIS GUSTAVO FANTINATO', 'PAULA DORNHOFER PARO COSTA']
UEL;BIOPLÁSTICO: MATERIAL TERMOPLÁSTICO MOLDÁVEL A QUENTE;['FABIO YAMASHITA', 'FABIOLA AZANHA DE CARVALHO', 'AMANDA ALEIXO MOREIRA', 'ANDRE LUIZ MARTINEZ DE OLIVEIRA', 'SUZANA MALI DE OLIVEIRA', 'ANA PAULA BILCK']
UFBA;COMPOSIÇÕES FARMACÊUTICAS CONTENDO EXTRATO E ÓLEO DE COFFEA ARABICA L.;['JULIANO GERALDO AMARAL', 'PAULINNE MOREIRA LIMA', 'CATARINA SILVA GUIMARAES', 'GABRIEL AZEVEDO DE BRITO DAMASCENO', 'ANDRE LUIS MORAIS RUELA', 'MATEUS FREIRE LEITE', 'ROBSON AMARO AUGUSTO DA SILVA']
UFRJ;PROCESSO DE PRODUÇÃO DE MICROPARTÍCULAS POLIMÉRICAS NATURAIS PARA ENCAPSULAMENTO DE MICRORGANISMOS, MICROPARTÍCULAS POLIMÉRICAS NATURAIS RESULTANTES DO PROCESSO E USO DAS MESMAS;['ROSEMARY APARECIDA ROQUE', 'GABRIELA CALIDONE DE MATTOS', 'JULIETE LIMA VIANA', 'LUCIANA DA SILVA DUTRA', 'VALERIA CRISTINA SOARES PINHEIRO', 'MARTINA COSTA CERQUEIRA PINTO', 'JOSE CARLOS COSTA DA SILVA PINTO']
UNILA;SISTEMA DE CONDICIONAMENTO, ALIMENTAÇÃO, ARMAZENAMENTO E GESTÃO DE ENERGIA PARA SENSORES E/OU DISPOSITIVOS ELETRÔNICOS AUTOALIMENTADOS POR CÉLULA FOTOVOLTAICA;['OSWALDO HIDEO ANDO JUNIOR', 'WENER MOREIRA CHAVES FILHO', 'EDER ANDRADE DA SILVA']
USP;PROCESO PARA PRODUÇÃO DE COMPOSIÇÃO VACINAL ANTIMALÁRICA, PRODUTOS E USO;['IRENE DA SILVA SOARES', 'RODOLFO FERREIRA MARQUES']
UFS;BIOMATERIAIS PARA CICATRIZAÇÃO DE FERIDAS;['ADRIANO ANTUNES DE SOUZA ARAUJO', 'MIKAELLA TUANNY BEZERRA CARVALHO', 'DEBORA SILVA ARAUJO MOTA', 'FABIOLLA ROCHA SANTOS PASSOS', 'ANA MARIA SANTOS OLIVEIRA', 'ADENILSON DOS SANTOS', 'RUTHY KELLEN LIMA AMARANTE', 'POLLYANA DE SOUZA SIQUEIRA LIMA', 'LUCINDO JOSE QUINTANS JUNIOR', 'MARCIO ROBERTO VIANA DOS SANTOS', 'LUANA HEIMFARTH', 'MAIRIM RUSSO SERAFINI', 'ROSANA DE SOUZA SIQUEIRA BARRETO', 'JULLYANA DE SOUZA SIQUEIRA QUINTANS', 'JULIANA CORDEIRO CARDOSO']
UFPEL;PROCESSO DE EDIÇÃO GÊNICA POR CRISP/CAS9 PARA GERAÇÃO DE LINHAGENS CELULARES SUÍNAS COM KNOCKOUT DE GENES RELACIONADOS AO CÂNCER DE BEXIGA;['FABIANA KOMMLING SEIXAS', 'ISADORA ANDRE ROSA LOPES', 'JULIA DAME FONSECA PASCHOAL', 'BRUNA SILVEIRA PACHECO', 'TIAGO VEIRAS COLLARES']
UTFPR;PROCESSO DE OBTENÇÃO DE PELÍCULAS DE BIOCELULOSE A PARTIR DE POLPA DE JABUTICABA E DE EXTRATO DAS CASCAS E SEMENTES COM POTENCIAL ANTIOXIDANTE E PRODUTOS OBTIDOS;['AMERICO WAGNER JUNIOR', 'ANABEL ALEXANDRA RODRIGUEZ ANDACHI', 'FERNANDA MENEGON ROSARIO', 'SAMARA SILVA DE SOUZA', 'PAULA FERNANDES MONTANHER']
UFPB-JOÃO PESSOA;SÍNTESE DE ÓXIDOS METÁLICOS COM ESTRUTURA DO TIPO ESPINÉLIO A PARTIR DAS VAGENS DE ALGAROBA;['KELLY CRISTIANE GOMES DA SILVA', 'JESSICA FELIPE DO NASCIMENTO', 'KEROLAYNE SANTOS LEITE', 'FABIO EMANUEL FRANCA DA SILVA', 'FLAVIA DE MEDEIROS AQUINO', 'THIAGO ARAUJO SIMOES']
UFPB-JOÃO PESSOA;PROCESSO DE UTILIZAÇÃO DE PARTES CONVENCIONAIS E/OU NÃO CONVENCIONAIS DA BETERRABA VERMELHA COMO INGREDIENTES COM FUNCIONALIDADES PREBIÓTICAS;['EVANDRO LEITE DE SOUZA', 'JAIELISON YANDRO PEREIRA DA SILVA', 'HELOISA MARIA ALMEIDA DO NASCIMENTO', 'SONIA PAULA ALEXANDRINO DE OLIVEIRA']
UFS;2.1 - PATENTE - ÓRTESE ABERTA PARA LESÕES E DISFUNÇÕES DE PERNA E PÉ COM AÇÃO VIBRATÓRIA E AUXÍLIO À IMOBILIZAÇÃO;['JADER PEREIRA DE FARIAS NETO', 'JANDERSON SANTOS BARBOSA']
UFCG;PROCESSO PARA ELABORAÇÃO DE PÓ DE MORANGO PROBIÓTICO MICROENCAPSULADO POR LIOFILIZAÇÃO E PRODUTO OBTIDO;['JOSIVANDA PALMEIRA GOMES', 'INACIA DOS SANTOS MOREIRA', 'ANA PAULA TRINDADE ROCHA']
USP;DISPOSITIVO, SISTEMA E MÉTODO PARA MEDIÇÃO DE CARACTERÍSTICAS GEOMÉTRICAS DE VIAS FÉRREAS;['LIEDI LEGI BARIANI BERNUCCI', 'PAULO ANDRE MORAES PEREIRA', 'EDVALDO SIMOES DA FONSECA JUNIOR', 'EDSON DE MOURA', 'ALFREDO GAY NETO', 'ROSANGELA DOS SANTOS MOTTA']
UNESP-BOTUCATU;SISTEMA PARA MEDIÇÃO DE TRANSIENTE HIDRÁULICO;['WILLIAM DUARTE BAILO']
UFPE;NOVEL BIOACTIVE MOLECULES;['SERGIO CROVELLA']
UFPEL;PRODUTO DE ADUBAÇÃO FOLIAR PARA PLANTAS DE SOJA;['TIAGO ZANATTA AUMONDE', 'BENHUR SCHWARTZ BARBOSA', 'LUCIANA DALLEGRAVE SCHROEDER', 'TIAGO PEDO']
INATEL;MACHINE LEARNING-BASED METHODOLOGY FOR OPTIMIZING BEAM-SEARCH TIME AND BEAM SELECTION IN 5G NETWORKS AND BEYOND;['FELIPE AUGUSTO PEREIRA DE FIGUEIREDO', 'JAUMIR DA SILVEIRA JUNIOR', 'CRISTIANI VILELA RIBEIRO GUIMARAES', 'LUIZ EDUARDO HUPALO', 'LUDWING FERNEY MARENCO CAMACHO']
UFAL;DISPOSITIVO PARA MEDIÇÃO DE DIFUSIVIDADE TÉRMICA DE MATERIAIS SÓLIDOS;['WILLIAM IMAMURA']
UFU;DISPOSITIVO ROBÓTICO PARA DESINSTALAÇÃO DE ESFERA DE SINALIZAÇÃO AÉREA COM OLHAL SUPERIOR;['ROGERIO SALES GONCALVES', 'RAFAEL ZIMMERMANN HOMMA', 'DANIEL EDGARDO TIO SUDBRACK']
UFU;SUPORTE LATERAL PARA BOLAS DE BOCHA PARALÍMPICA;['CLEUDMAR AMARAL DE ARAUJO', 'JOSE GUSTAVO CAMPOS MARUO', 'DIEGO COSTA CORREIA SILVA', 'MARCIO PERES DE SOUZA']
UFU;EQUIPAMENTO ROBÓTICO PARA REABILITAÇÃO DOS MOVIMENTOS INDIVIDUAIS DO TORNOZELO HUMANO;['ROGERIO SALES GONCALVES', 'RICARDO HALLA II']
UFU;IGNIÇÃO DE ARCO EM SOLDAGEM;['LOURIEL OLIVEIRA VILARINHO']
FIOCRUZ;ATIVIDADE ANTIVIRAL CONTRA SARS-COV-2 DE HÍBRIDOS MOLECULARES DE HEXENOPIRANOSÍDEOS;['RONALDO NASCIMENTO DE OLIVEIRA', 'LINDOMAR JOSE PENA']
UNIRIO;MACHINE TEACHING COMPLEX CONCEPTS ASSISTED BY COMPUTER VISION AND KNOWLEDGE REASONING;['EMILIO ASHTON VITAL BRAZIL', 'ELTON FIGUEIREDO DE SOUZA SOARES', 'RAPHAEL MELO THIAGO', 'VIVIANE TORRES DA SILVA', 'RENATO FONTOURA DE GUSMAO CERQUEIRA', 'LEONARDO GUERREIRO AZEVEDO']
UFMG;COMPOSIÇÕES LEISHMANICIDAS À BASE DE ALCALOIDES INDÓLICOS E USOS;['MARISA ALVES NOGUEIRA DIAZ', 'HENRIETE DA SILVA VIEIRA', 'GASPAR DIAZ MUNOZ']
USP-RIBEIRÃO PRETO;PROCESSO DE COLORAÇÃO PERMANENTE DE PINOS DENTÁRIOS DE FIBRA DE VIDRO;['ALINE EVANGELISTA DE SOUZA GABRIEL', 'LAIS LIMA PELOZO', 'CAMILA TIRAPELLI']
UEL;PRODUÇÃO DE NANOPARTICULAS DE PRATA A PARTIR DE TETRAGONIA TETRAGONOIDES COM ATIVIDADE ANTIBACTERIANA;['GERSON NAKAZATO', 'VICTOR HUGO MONTINI', 'HELLEN YUKARI KITAGAWA', 'MARIA LUIZA FRANCISCONI LUBANCO THOME', 'MIRIAN MODESTO', 'NATALIA YOSHIE KAWAKAMI', 'VICTOR HUGO CLEBIS', 'RENATA KATSUKO TAKAYAMA KOBAYASHI']
UNIFEI;PROCESSO E DISPOSITIVO BASEADO NO USO DE NANOPARTÍCULAS DE SÍLICA MESOPOROSA FUNCIONALIZADAS COM 3-AMINOPROPIL-TRIETOXISILANO (APTES) PARA A REMOÇÃO DE FÁRMACOS DE ÁGUAS.;['DANIEL CRISTIAN FERREIRA SOARES', 'NEIVA FURTUNATO SOUZA LIMA']
UEG;COMPOSTOS A BASE DE QUINOLINONA-CHALCONA COMO ADITIVO ESTABILIZANTE DE BIOCOMBUSTÍVEIS;['HAMILTON BARBOSA NAPOLITANO', 'VITOR SANTOS DUARTE', 'LEONARDO RODRIGUES DE ALMEIDA', 'RENATA LAYSE GONCALVES DE PAULA', 'CARIDAD NODA PEREZ', 'GIULIO DEMETRIUS CREAZZO D OLIVEIRA', 'VALTER HENRIQUE CARVALHO SILVA']
UFV;INICIADORES, KIT E MÉTODO PARA IDENTIFICAÇÃO MOLECULAR DE MELOIDOGYNE EXIGUA, E USO;['EVERALDO ANTONIO LOPES', 'MARIA LUIZA ARAUJO LONDE', 'GUSTAVO BRAGA BABILONIA']
UFMG;PROCESSO PARA OBTENÇÃO DE LIPOSSOMAS CONJUGADOS A ANFOTERICINA B CONTENDO DICETILFOSFATO, FORMULAÇÃO E USOS;['FREDERIC JEAN GEORGES FREZARD', 'VIRGÍNIA MENDES RUSSO VALLEJOS', 'VICTOR AUGUSTO TEIXEIRA LEOCÁDIO', 'DE MORAIS, HELANE L. O.', 'DANIELLE LETÍCIA DA SILVA', 'THAIS TUNES SANTOS', 'GUILHERME SANTOS RAMOS', 'DANIEL DE ASSIS SANTOS', 'MARTA MARQUES GONTIJO DE AGUIAR', 'RICARDO TOSHIO FUJIWARA']
UNICAMP;SISTEMA DE REGENERAÇÃO DE ENERGIA ACOPLADO EM UMA PORÇÃO INTERNA DE UMA RODA, SISTEMA DE CONTROLE E CARRETA COMPREENDENDO O REFERIDO SISTEMA DE REGENERAÇÃO DE ENERGIA;['FRANCO GIUSEPPE DEDINI', 'NORBERTO TOMIO', 'FABRICIO LEONARDO SILVA', 'AQUILA CHAGAS DE CARVALHO', 'MARCELO CLAUDIO SOUSA ARAUJO', 'LUDMILA CORREA DE ALKMIN E SILVA', 'JONY JAVORSKI ECKERT']
UENF;OTIMIZAÇÃO DE SISTEMA DE BLINDAGEM MULTICAMADAS DE COMPÓSITO DE MATRIZ EPÓXI COM TECIDO DE SISAL (AGAVE SISALANA) FUNCIONALIZADO COM ÓXIDO DE GRAFENO;['SERGIO NEVES MONTEIRO', 'ARTUR CAMPOSO PEREIRA']
UFVJM;CERVEJA FRUTADA TIPO ALE ADICIONADA DE POLPA DE UMBU E LEVEDURA NÃO-SACCHAROMYCES;['CINTIA LACERDA RAMOS']
UFMG;USO DE PEPTÍDEO SINTÉTICO RECOMBINANTE EM COMPOSIÇÃO VACINAL PARA CONTROLE DE RHIPICEPHALUS SANGUINEUS;['WALDEREZ ORNELAS DUTRA', 'HELEN SILVA RIBEIRO', 'RICARDO NASCIMENTO ARAUJO', 'NELDER DE FIGUEIREDO GONTIJO', 'DENISE DA SILVEIRA LEMOS GIUNCHETTI', 'RODOLFO CORDEIRO GIUNCHETTI', 'PATRICIA SILVEIRA']
UFT;DESENVOLVIMENTO DE UM MEIO DE CULTURA INOVADOR PARA LEISHMANIA BASEADO EM EXTRATO DE MICROALGAS;['VANETE THOMAZ SOCCOL', 'CRISTINE RODRIGUES', 'CARLOS RICARDO SOCCOL']
UNICAP;PROMOÇÃO DO ENRAIZAMENTO EM ESTAQUIAS DE SALICORNIA NEEI INDUZIDA POR QUITOSANA ISOLADA DA CABEÇA DE CAMARÃO;['GALBA MARIA DE CAMPOS TAKAKI', 'CAMILA FREIRE DE MELO', 'JOSIMAR GURGEL FERNANDES']
CEFET-MG;POLOXAMER-407 QUIMICAMENTE CONJUGADO AO ÁCIDO FERÚLICO PARA ENCAPSULAMENTO E ESTABILIZAÇÃO DE ATIVOS SENSÍVEIS À OXIDAÇÃO, PROCESSO DE OBTENÇÃO E USO;['PRISCILA PEREIRA SILVA CALDEIRA']
UEMA;FERRAMENTA DE AUXÍLIO PARA QUEBRA E DESCASCAMENTO DE COCO BABAÇU;['EWALDO EDER CARVALHO SANTANA', 'PAULO FERNANDES DA SILVA JUNIOR']
UNIVERSO;MONITOR DE FADIGA E ESTRESSE;['THIAGO TEIXEIRA GUIMARAES']
UESC;NOTA FISCAL CICATRIBIOVET E PATENTE;['CARLOS PRIMINHO PIROVANI', 'PAOLA MIRANDA DE SOUZA', 'JULYANNA OLIVEIRA CASTRO', 'DANIELLE DE SOUSA LOPES', 'JANE LIMA DOS SANTOS']
UFPE;PROCESSO DE OBTENÇÃO DO PÓ DAS FOLHAS DO NEEM(AZARIDACHTA INDICA A. JUSS) EM CAMADA DE ESPUMA;['MAURICIO ALVES DA MOTTA SOBRINHO']
UNIT;PROCESSO DE OBTENÇÃO DE UM BIOLUBRIFICANTE A PARTIR DA HIDROESTERIFICAÇÃO ENZIMÁTICA DO ÓLEO DE MORINGA OLEIFERA LAM;['ALVARO SILVA LIMA', 'CINTIA CRISTINA DA COSTA FREIRE', 'MILSON DOS SANTOS BARBOSA', 'MATHEUS MEDONCA PEREIRA', 'ERNANDES BENEDITO PEREIRA', 'CLEIDE MARA FARIA SOARES', 'ADRIANO AGUIAR MENDES', 'RANYERE LUCENA DE SOUZA']
IFCE;PROCESSO E SISTEMA PARA DETECÇÃO E MITIGAÇÃO DE UM ATAQUE DE INTERFERÊNCIA (VERFAHREN UND SYSTEM ZUR ERKENNUNG UND ENTSCHÄRFUNG EINES STÖRANGRIFFS);['AUZUIR RIPARDO DE ALEXANDRIA', 'JOAO JAVIDI DA COSTA', 'GIOVANNI ALMEIDA SANTOS', 'DANIEL VALLE LIMA']
UFPE;AÇÃO FUNGICIDA DE EXTRATOS AQUOSOS E ETANOL P.A. OBTIDOS A PARTIR DE FOLHAS DE PLECTRANTHUS ORNATUS CODD FRENTE A CANDIDA SPP;['ADEMIR DE JESUS AMARAL', 'EDVANE BORGES DA SILVA']
UESB;FIRMWARE DE CONTROLE E AUTOMAÇÃO PARA MEDIDORES DE GOTA - REGISTRO;['SERGIO DE SOUSA CASTRO', 'ROBSON DE QUEIROS DOMINGUES']
UFMT;PROCESSO DE OBTENÇÃO DE CONCENTRADO PROTEICO DE PESCADO A PARTIR DE RESÍDUOS DA FILETAGEM DE PEIXES NATIVOS REDONDOS E SEUS HÍBRIDOS;['FABIOLA HELENA DOS SANTOS FOGACA', 'GEODRIANE ZATTA CASSOL', 'LUCIANA KIMIE SAVAY DA SILVA']
UNIVALI;CONTENTWATCH;['JOSE EVERTON DA SILVA']
UFMG;MIX DE ESTABILIZANTE/ESPESSANTE, SEU PROCESSO PRODUTIVO, O PROCESSO DE PRODUÇÃO DE BEBIDA LÁCTEA COM SUA ADIÇÃO E A BEBIDA LÁCTEA RESULTANTE;['SILDIMAR RODRIGUES FERREIRA']
UFBA;BIOMASSA FERMENTADA A PARTIR DE FUNGOS FILAMENTOSOS COMO ADSORVENTE PARA REMOÇÃO DE CORANTES TÊXTEIS DE ÁGUAS RESIDUAIS;['MARCELO FRANCO', 'ISABELA VIANA LOPES DE MOURA', 'GABRIEL LUCAS SILVA DE JESUS', 'ALISSON SANTOS DA SILVA QUINTO', 'MARCIO DA SILVA SOUZA', 'IGOR CARVALHO FONTES SAMPAIO', 'IASNAIA MARIA DE CARVALHO TAVARES', 'ADRIANO AGUIAR MENDES']
UFBA;BEBIDA FERMENTADA TIPO KOMBUCHA ELABORADA COM TEGUMENTO DE AMÊNDOA DE CACAU;['CAROLINA OLIVEIRA DE SOUZA', 'JANAINA DE CARVALHO ALVES', 'CAMILA DUARTE FERREIRA', 'MARIANA NOUGALLI ROSELINO']
UFMA;PROCESSO DE OBTEÇÃO DE LIPASE EXÓGENA PRODUZIDA A PARTIR DO FUNGO FUSARIUM SOLANI, SOLUÇÃO ENZIMÁTICA E FORMULAÇÕES OBTIDAS;['MARIA DO DESTERRO SOARES BRANDAO NASCIMENTO', 'ALLYSSON KAYRON DE CARVALHO SILVA', 'AMANDA MARA TELES', 'ANDRESSA SOUSA SILVA']
UNICENTRO;CURATIVO À BASE DE ARGILAS BENTONITAS IMPREGNADO COM NANOPARTÍCULAS DE PRATA;['RICARDO YOSHIMITSU MIYAHARA', 'TALITA CZEKSTER', 'CARINE TELES SANGALETI MIYAHARA']
UNIVILLE;REGISTRO DA MARCA PORTAL ARTE & DESIGN JUNTO AO INPI;['ELENIR CARMEN MORGENSTERN', 'HELENA MORGENSTERN ZAMBERLAN']
UEMG;CABO OTIMIZADO PARA RAQUETE E USO;['ERICO FRANCO MINEIRO', 'HUMBERTO CARDOSO ZANGUERI']
UFBA;ELETRONIC SYSTEM FOR RECOVERING THE COMMUNICATION SIGNAL OF THE BOTTOM SENSOR AND TESTER OF THE COMMUNICATION MODULE/MMI WITH THE BOTTOM SENSOR IN OIL WELLS OPERATING WITH SCP;['LEIZER SCHNITMAN', 'MARCOS PELLEGRINI RIBEIRO', 'TIAGO DE OLIVEIRA SILVA', 'RICARDO ANDRE OLIVEIRA DOS REIS', 'MARCIO FONTANA', 'ANTONIO CEZAR DE CASTRO LIMA', 'RAIMUNDO JORGE ABREU DE JESUS']
UCS;COOLING SYSTEM AND METHOD FOR BATTERY CELL;['GIOVANI DAMBROS TELLI', 'SYVIE LORENTE', 'GUNGOR, SAHIN']
FURG;DESENVOLVIMENTO DE NANOEMULSÕES PICKERING DE NANOFIBRAS DE QUITINA COM EXTRATO BIOATIVO DE RESÍDUO DE LÚPULO;['LUIZ ANTONIO DE ALMEIDA PINTO', 'GABRIEL COSTA COELHO', 'LISIANE BALDEZ DA CUNHA', 'MICHELI LEGEMANN MONTE', 'BRUNA SILVA DE FARIAS', 'TITO ROBERTO SANT ANNA CADAVAL JUNIOR']
UNICAMP;(LICENCIADA) MÉTODO E DISPOSITIVO DE CONTROLE DE DESEMULSIFICAÇÃO QUÍMICA EM ESCOAMENTO;['ANA MARIA FRATTINI FILETI', 'SAMUEL VITOR SARAIVA', 'DIANE OTILIA LIMA FONTES', 'FLAVIO VASCONCELOS DA SILVA']
FIOCRUZ;MÉTODO DE FABRICAÇÃO DE UM DERIVADO DE EUGENOL, COMPOSTO DERIVADO DE EUGENOL E USO DE UM COMPOSTO DERIVADO DE EUGENOL;['EDUARDO CAIO TORRES DOS SANTOS', 'LAIS ABREU DOS SANTOS PINTO', 'VALTER VIANA DE ANDRADE NETO']
UNIFESP;PROCESSO EM REATOR ÚNICO PARA RECUPERAÇÃO DE ÓXIDOS DE ZINCO E DE COBRE A PARTIR DE RESÍDUOS DA INDÚSTRIA METALÚRGICA;['ALEXANDRE MAGNUS GOMES CARVALHO', 'LAIS MONTANHOLI KASSAB', 'ERIK ODA USUDA', 'CESAR CELESTINO DE SOUZA E SILVA', 'ANDRE PAGANOTTI', 'MAURICIO PINHEIRO DE OLIVEIRA', 'SUZAN PANTAROTO DE VASCONCELLOS', 'RICARDO ALEXANDRE GALDINO DA SILVA']
UFPA;OTIMIZAÇÃO DE SISTEMA DE BLINDAGEM MULTICAMADAS DE COMPÓSITO DE MATRIZ EPÓXI COM FIBRA DE BANANEIRA (MUSA SP) MERCERIZADA COM HIDRÓXIDO DE SÓDIO;['SERGIO NEVES MONTEIRO', 'DOUGLAS SANTOS SILVA', 'ARTUR CAMPOSO PEREIRA']
UNESP-JABOTICABAL;CND - BATATA (SP);['ARTHUR BERNARDES CECILIO FILHO', 'DANILO DOS REIS CARDOSO PASSOS', 'DANILO RICARDO YAMANE', 'DANILO EDUARDO ROZANE', 'ROGERIO PERES SORATTO']
UFPA;APARATO PARA CALIBRAÇÃO DE SENSORES DE OZÔNIO COM USO DE BIFURCAÇÕES PARA MEDIÇÃO SIMULTÂNEA E MÉTODO PARA CALIBRAÇÃO DE SENSORES DE OZÔNIO;['RODRIGO MELO E SILVA DE OLIVEIRA', 'CAIO BRUNO OLIVEIRA DE OLIVEIRA', 'NATHAN MASTRANGE LOPES', 'GUSTAVO GASPAR GIROTTO', 'RONALDO DE FREITAS ZAMPOLO', 'VICTOR DMITRIEV']
