Sigla;Nome;Tipo Produção;Autores
UNICAMP;MERCURY, ZINC AND COPPER STABLE ISOTOPES IN THE STUDY OF SOURCES AND GEOCHEMICAL PROCESSES DURING THE ANTHROPOCENE IN ESTUARINE SYSTEM, SE BRAZIL;TESE;['SANNY CASTRO']
UFV;Redução de dimensionalidade em predições biométricas;DISSERTAÇÃO;['PATRICK WOHRLE GUIMARAES']
PUCRS;PREDICTIVE METRIC FOR OPTIMAL BUDGET ALLOCATION IN DIFFERENTIAL PRIVACY;TESE;['HENRY CABRAL NUNES']
UFPA;Probing compact objects beyond General Relativity;TESE;['RENAN BATALHA MAGALHAES']
UFAC;LOCALIZAÇÃO E SEGMENTAÇÃO DO DISCO ÓTICO EM IMAGENS DE FUNDO DE RETINA;DISSERTAÇÃO;['MARCIO ANTONIO PONTES DA SILVA']
UFPR;SÍNTESE, CARACTERIZAÇÃO E CÁLCULOS TEÓRICOS DE OXIDOCOMPOSTOS DE VANÁDIO(IV) E VANÁDIO(V) DE INTERESSE BIOLÓGICO;TESE;['GABRIEL BARROS BAPTISTELLA']
UFC;Neotectônica da Bacia do Araripe próximo a Zona de Cisalhamento Patos e no vale do Araripe: insights a partir da geomorfometria  ;TESE;['VIKTOR FERREIRA DE OLIVEIRA']
UNIFESP;USO DA LUMINESCÊNCIA COMO INDICADOR DE PRECIPITAÇÃO CONTINENTAL EM TESTEMUNHOS MARINHOS: BACIA HIDROGRÁFICA DO PRATA;DISSERTAÇÃO;['DAYANE BATISTA MELO']
USP;Um protocolo OT pós-quântico baseado em isogenias de curvas elípticas;TESE;['GLAUCIO ALVES DE OLIVEIRA']
UNIFESP;APRIMORANDO O ENRIQUECIMENTO ALIMENTAR NA AGRICULTURA EMPREGANDO NANOPARTÍCULAS DE ÓXIDO DE FERRO (Fe3O4) COMO NANOFERTILIZANTE;DISSERTAÇÃO;['ALANA DA CONCEICAO BRITO COELHO']
USP;Ésteres de açúcar na atenuação de danos UVA em células ARPE-19: potencial aplicação em formulações de colírios;DISSERTAÇÃO;['ALEXANDRA BAZITO PANARIELLO']
USP;Síntese térmica e caracterização de fases cristalinas de níquel utilizando glicerolatos como precursor;DISSERTAÇÃO;['ARTHUR GABRIEL CAPATI']
CEFET-RJ;A COMPARISON OF SCRNA-SEQ ANALYSIS WORKFLOWS FOR DIFFERENTIALLY EXPRESSED GENES IDENTIFICATION IN BREAST CANCER;DISSERTAÇÃO;['MATEUS DO AMOR DEVINO PEREIRA']
UNICAMP; Avaliação de Ferramentas de Ética em Modelos de Linguagem Desenvolvidos em Português;DISSERTAÇÃO;['JHESSICA VICTORIA SANTOS DA SILVA']
UFPE;DIGITAL TRANSFORMATION IN THE BRAZILIAN AUTOMOTIVE INDUSTRY:  IMPACTS AND CRITICAL SUCCESS FACTORS;TESE;['EGON FERREIRA DAXBACHER']
UNB;On pyramidal groups of prime power degree and the number of cyclic subgroups;TESE;['XIAOFANG GAO']
UEPB;Estudo in silico do potencial antifúngico de compostos de Cenostigma pyramidale (TUL.);DISSERTAÇÃO;['PAULO GOMES PEREIRA JUNIOR']
IMPA;O aluno do programa de mestrado do IMPA tem a opção de não defender dissertação. Em substituição à dissertação, o aluno pode cursar duas disciplinas de doutorado.;DISSERTAÇÃO;['LEONARDO VOLTARELLI REGINI DE ANDRADE']
UFRN;Duas Classes de Implicações Geradas por Somas Ordinais;TESE;['HELOISA FRAZAO DA SILVA SANTIAGO']
UFAL;INVENTÁRIO DE GASES DE EFEITO ESTUFA DE ALAGOAS: Setores de Energia, Agricultura e Pecuária;DISSERTAÇÃO;['ANDERSON JEFFERSON GOMES DA SILVA']
UNESP-PRESIDENTE PRUDENTE;INTEGRAÇÃO DE DADOS LIDAR E IMAGENS ÓPTICAS TERRESTRES PARA A GERAÇÃO DE NUVENS DE PONTOS MULTIESPECTRAIS;DISSERTAÇÃO;['ISABELLA SUBTIL NORBERTO']
USP;Sobre o Problema de Localizabilidade de sistemas quânticos relativísticos;TESE;['IVAN ROMUALDO DE OLIVEIRA']
UFMG;“Modelos hierárquicos para a análise de eventos recorrentes com inflação de zeros e espacialmente correlacionados”;TESE;['ALISSON CARLOS DA COSTA SILVA']
UFMG;Compostos de Organoselênio: Síntese de Sais de Selenônio Metilado a partir de Fontes Renováveis de Metila e Selenóxidos como Catalisadores em Reações do Tipo Appel ;DISSERTAÇÃO;['PHILIPE RAPHAEL OLIVEIRA CAMPOS']
UPE;MASCOTE: UMA TECNOLOGIA DE COMUNICAÇÃO ASSISTIVA MÓVEL PARA PESSOAS COM AFASIA;TESE;['ROGERIO LEITE ARAUJO']
UFPI;Rotulação Automática de Grupos com Árvores de Decisão: Uma Abordagem Comparativa;DISSERTAÇÃO;['MANOEL MESSIAS PEREIRA MEDEIROS']
UFES;A Transformada de Fourier para o Laplaciano Generalizado;DISSERTAÇÃO;['JOMAR FERREIRA RAMOS JUNIOR']
UNESP-GUARATINGUETÁ;Entropia configuracional: aplicações em mecânica quântica e teoria clássica de campos;TESE;['DANILO CARDOSO FERREIRA']
UFPR;O DESENVOLVIMENTO DO PENSAMENTO COMPUTACIONAL COM ATIVIDADES DE COMPUTAÇÃO DESPLUGADA CONTEXTUALIZADAS COM TEMAS DO COTIDIANO PARA ALUNOS DOS 4°. E 5°. ANOS DO ENSINO FUNDAMENTAL 1;TESE;['ICLEIA SANTOS']
UNIFESP;PRODUÇÃO DE CARBONATO DE CÁLCIO (CaCO3) POR Mussismilia hispida (Verril, 1902) NA REGIÃO SUBTROPICAL DO SUDOESTE DO ATLÂNTICO;DISSERTAÇÃO;['LUIZ DE SOUZA OLIVEIRA']
PUCRS;PREDICTING UNCANNY PERCEPTION IN VIRTUAL HUMANS FACES THROUGH COMPUTERVISION TECHNIQUES;TESE;['GREICE PINHO DAL MOLIN']
USP;Uso de aprendizado por reforço e otimização  combinatória para automação de negociações  de ações;DISSERTAÇÃO;['GUILHERME DOURADO SANTOS']
UNESP-SÃO JOSÉ DO RIO PRETO;Análise da Explicabilidade dos Métodos de Inteligência Artificial eXplicável Aplicados a Segmentação de Imagens de Peixes Pacu;TESE;['JULIANA DA COSTA FEITOSA']
UNB;GEOMETALURGIA E RASTREABILIDADE DE OURO: ESTUDO DE CASO DA MINERAÇÃO ARICÁ, CUIABÁ, MT.;DISSERTAÇÃO;['INGRID EVA OLIVEIRA RIBEIRO']
UFAC; Dados assimétricos: uma avaliação utilizando métodos de aprendizagem de máquina;DISSERTAÇÃO;['MATEUS CAVALCANTE DOS SANTOS FILHO']
UFC;Deep Representation Learning and Amortized Inference for Gaussian Processes;TESE;['ALAN LUCAS SILVA MATIAS']
UECE;Mudanças Climáticas e Recursos Hídricos: Riscos, Percepção e Capacidade Adaptativa no Município de Acopiara-Ceará, Brasil.;DISSERTAÇÃO;['CLEANA GONCALVES DA SILVA']
UFPB-JOÃO PESSOA;UMA ABORDAGEM HEURÍSTICA HÍBRIDA PARA O PROBLEMA DE SEQUENCIAMENTO DE TAREFAS COM DATAS DE LIBERAÇÃO E  RESTRIÇÕES DE INVENTÁRIO ;DISSERTAÇÃO;['FREDERICO DE SOUZA GUERRA']
UFPB-JOÃO PESSOA;PROPRIEDADES CLÁSSICAS E QUÂNTICAS DO CAMPO ELETROMAGNÉTICO ASSOCIADO A UM BIOFÓTON;DISSERTAÇÃO;['JAMYLLE DA COSTA MARQUES']
UNIFRAN;COMPARAÇÃO DO EFEITO DE INSETICIDAS BOTÂNICOS EM DIFERENTES FASES DO CICLO BIOLÓGICO DA PRAGA-CHAVE DA CULTURA DO CAFEEIRO, BICHO-MINEIRO (Leucoptera coffeella);DISSERTAÇÃO;['WESLEY BORDINHON DA SILVA PAULA']
USP;Aspectos computacionais de contextualidade e não-classicalidade;TESE;['GIULIO HALISSON CAMILLO DA SILVA']
UFPR;Hibridizações entre métodos exatos e meta-heurísticas: estratégias para otimização global com restrições;TESE;['MARIANE REGINA SPONCHIADO CASSENOTE']
UFPE;MACROFAUNA BENTÔNICA DO FITAL DE MACROALGAS COMO INDICADORA DE EUTROFIZAÇÃO EM RECIFES COSTEIROS DE PERNAMBUCO;DISSERTAÇÃO;['LUCAS ALVES DE ANDRADE']
UNB;Aplicação de Modelos de Regressão Logística Ordinal na Aferição do Tratamento com Plasma Convalescente para a COVID-19;DISSERTAÇÃO;['PEDRO HENRIQUE MONTEIRO MOREIRA']
UFPE;Four-wave mixing driven by structured light in atomic media: optical mode transfer and spatial correlations;TESE;['MATEUS RATTES LIMA DA MOTTA']
UFRJ;Geochemistry of BIFs in the Quadrilátero Ferrífero, Brazil: Insights into Neoarchean paleoenvironmental and depositional conditions (Geoquímica de BIFs no Quadrilátero Ferrífero, Brasil: Insights sobre as condições paleoambientais e deposicionais do Neoarqueano);DISSERTAÇÃO;['MARIANA SATHLER MOZART']
UFBA;Distinções regionais de cafés gourmet da Bahia por espectroscopia de RMN e quimiometria;DISSERTAÇÃO;['YASMIN ALMEIDA ALVARENGA']
IME;ESTUDO DE OTIMIZAÇÃO DE SÍNTESE E DE DESENVOLVIMENTO DE METODOLOGIAS ANALÍTICAS DIRECIONADAS AOS TIOFOSFONATOS RELACIONADOS COM A CONVENÇÃO PARA A PROIBIÇÃO DE ARMAS QUÍMICAS;DISSERTAÇÃO;['CAIO VINICIUS NOGUEIRA BORGES']
USP;Lithogeochemical and morphostructural evolution of the Paraná Magmatic Province in the Ponta Grossa Arch, Southeastern Brazil.;TESE;['NATASHA SARDE MARTELETO']
UNIFRAN;Avaliação da Adubação como Estratégia de Controle do Bicho Mineiro no Cafeeiro;TESE;['JESSICA CARDOSO FERREIRA']
UFRJ;Estudo de reações de obtenção de bioconjugados com uso de espaçadores homobifuncionais derivados de di(N-succinimidilo);TESE;['MARCELIO DE MOURA OLIVEIRA']
UNICAMP;Precondicionador Separador Duplo: Uma nova classe de Precondicionadores;TESE;['MAYCON PEREIRA DE SOUZA']
USP-SÃO CARLOS;Avaliação de redes neurais e proposta de uma arquitetura de comitê para identificação de pupas e pragas em sementes usando imagens de raios X;TESE;['ALYSSON ALEXANDER NAVES SILVA']
UNICAMP;Propriedades de Transporte Termoelétrico em Materiais half-Heusler através de Métodos Ab Initio;DISSERTAÇÃO;['MATEUS CORRADINI LOPES']
UFMS;A Iniciativa Botsu: Promovendo a Educação em Robótica e Sustentabilidade por Meio do Lixo Reciclável;DISSERTAÇÃO;['JOSE VIEIRA DOS SANTOS NETO']
USP-SÃO CARLOS;Cromatografia líquida multidimensional para microextração e análise automatizada de canabinoides em fluidos biológicos;TESE;['DOUGLAS MORISUE SARTORE']
USP-RIBEIRÃO PRETO;Otimização da encapsulação de compostos ativos de subproduto de cenoura em TPP quitossomas e aplicação em matrizes alimentícias 3D.;DISSERTAÇÃO;['ELISA MALAGUTTI']
UFJF;Ensino de química e avaliações de grande escala: percepções e apropriações do Enem na prática do docente em química;TESE;['VINICIUS DA SILVA CARVALHO']
FURG;INTERAÇÕES AMBIENTAIS ENTRE ÁGUA SUBTERRÂNEA, NUTRIENTES INORGÂNICOS E BIOMASSA DE CLOROFILA-A EM PRAIA DISSIPATIVA (RIO GRANDE-RS);DISSERTAÇÃO;['ANY CARTAGENA PIMENTA BARRONCAS']
UFV;ACETALIZAÇÃO DO β-CITRONELAL CATALISADA POR SAIS DE METAIS DE TRANSIÇÃO E HETEROPOLIÁCIDOS;TESE;['ALDINO NETO VENANCIO']
UFJF;Tunelamento Quântico em Modelos Cosmológicos na Teoria de Horava-Lifshitz;TESE;['ALESSANDRO DE OLIVEIRA CASTRO JUNIOR']
UFPR;"""Schwinger Effect and Non-Local Effetive Action""";DISSERTAÇÃO;['GABRIEL LUIS DE SOUZA WEIGERT']
UFSC;Estudo da composição química de Marrubium vulgare L. (Lamiaceae) e seus  efeitos fitogênicos em suínos recém-desmamados: parâmetros bioquímicos e perfil  metabólico do soro animal;DISSERTAÇÃO;['ANA CAROLINE DA SILVA']
UEM;Estabilidade de Soluções de Equilíbrio para uma Equação do Calor Logarítmica em Álgebras de Banach Comutativas;DISSERTAÇÃO;['LAURA MASSUDA CREMA']
USP;Desenvolvimento de plataformas e métodos eletroquímicos para sensoriamento;TESE;['DOUGLAS PHILIP MARTINEZ SARAIVA']
UFF;“Hamiltonianos Efetivos na Eletrodinâmica Quântica Molecular”;TESE;['AROALDO DE SOUZA SANTOS']
FURG;"DINÂMICA DE MICROALGAS EPÍFITAS E EPIBÊNTICAS EM PRADARIAS DE GRAMAS MARINHAS: VARIABILIDADE ESPAÇO-TEMPORAL E CONTROLES ""BOTTOM-UP"" E ""TOP-DOWN";TESE;['VANESSA CORREA DA ROSA']
USP;Estados exóticos de três corpos;TESE;['BRENDA BERTOTTO MALABARBA']
UPF;SOLUÇÃO DE TIMETABLING PARA UNIVERSIDADE COM FOCO NA OTIMIZAÇÃO PARA AVALIAÇÃO DOS CURSOS PELO ENADE;DISSERTAÇÃO;['MATHEUS FELIPE FABIAN']
UNIFESP;Reticulados q-ários;DISSERTAÇÃO;['LUCAS EDUARDO NOGUEIRA GONCALVES']
UFBA;Novas Classes de Lógicas na Hierarquia de Leibniz;DISSERTAÇÃO;['UGO COUTINHO MONTEIRO DE ALMEIDA']
UEPG;Avaliação do potencial de rochas sedimentares do grupo Itararé e neossolos como material para blindagem de radiações;DISSERTAÇÃO;['GABRIELLI WISNIEWSKI PIETRALLA']
UFF;Estrutura eletrônica e propriedades de catalisadores de níquel e zinco suportados em oxido de zircônia: Estudo DFT;TESE;['RAFAEL RICARDO CELIN MANCERA']
USP-SÃO CARLOS;A case-based approach for software architecture education and training;TESE;['BRAUNER ROBERTO DO NASCIMENTO OLIVEIRA']
UFAM;HIDROQUÍMICA DA ÁGUA SUBTERRÂNEA NA ZONA URBANA DE MANACAPURU, AMAZONAS, BRASIL;DISSERTAÇÃO;['LUDIMILA SOUZA OLIVEIRA']
UFPE;Design de líquidos de Zn-MOFs baseados em um líquido iônico zwitteriônico derivado de imidazol para a formação de sistemas coloidais de longa estabilidade ;TESE;['BARBARA EMANUELLE MARIA DA SILVA']
UNESP-GUARATINGUETÁ;ESTABILIDADE TERMODINÂMICA DE BURACOS NEGROS;DISSERTAÇÃO;['KELVIN DOS SANTOS ALVES']
UNESP-SÃO JOSÉ DO RIO PRETO;Biotransformação do arsênio inorgânico (As-i) em Tilápias do Nilo (Oreochromis niloticus) e avaliação de seu antagonismo na presença de selênio;TESE;['NATHALIA DOS SANTOS FERREIRA']
USP-SÃO CARLOS;Produção e desempenho de microagulhas dissolvíveis para entrega de ácido aminolevulínico para terapia fotodinâmica;DISSERTAÇÃO;['DIANETH SARA LIMA BEJAR']
UNICAMP;Estimativas para Entropia de Operadores Multiplicadores de Séries de Funções Complexas;TESE;['GUSTAVO HENRIQUE MILARE']
UNESP-PRESIDENTE PRUDENTE;Análise da estrutura de fronteira usando dimensão fractal em lesões de pele;DISSERTAÇÃO;['JULIANA NEMEZIO DE ALMEIDA']
UFV;ISiM: Proposta de uma Nova Métrica para Simplificação de Sentenças em Linguagem Natural;TESE;['LUCAS MUCIDA COSTA']
UFES;Técnicas de RMN de baixo campo aplicadas ao estudo de café e propriedades petrofísicas em meios porosos;TESE;['RAFAEL OLIARI MUNIZ']
UFPE;MODELAGEM DE DADOS GEOFÍSICOS PARA O ESTUDO DE ASPECTOS OCEANOGRÁFICOS AO LARGO DO LITORAL DE PERNAMBUCO, NE DO BRASIL;TESE;['LUIS FELIPE DE MELO TASSINARI']
UFPE;NFR4SUSTAIN: Catálogo de Requisitos para Sustentabilidade de Software;DISSERTAÇÃO;['ABIMAEL JONAS FURTUOSO DOS SANTOS']
UFPE;MAPEAMENTO DE PALEOLINHAS DE COSTA NA PORÇÃO SUL DE PERNAMBUCO (ADJACENTE À FOLHA DE IPOJUCA), UTILIZANDO MÉTODOS GEOFÍSICOS E GEOTECNIA MARINHA;TESE;['SHARLIANE DORNELLE D ALMEIDA ARRUDA']
UFPA;CARTOGRAFIA DO RELEVO TERRESTRE EM ÁREAS FLORESTAIS, POR RADAR EM BANDA P: AVALIAÇÃO, MELHORAMENTO E APLICAÇÃO À AMAZÔNIA;TESE;['CARLOS RODRIGO TANAJURA CALDEIRA']
MACKENZIE; SISTEMA DE RECOMENDAÇÃO DE CALÇADOS ESPORTIVOS PARA PRATICANTES DE CORRIDA DE RUA AMADORES;DISSERTAÇÃO;['MARCOS ANTONIO SPECA JUNIOR']
UNESP-ARARAQUARA;Estudo da anomalia estrutural da água líquida usando termometria por conversão ascendente de energia de nanopartículas Brownianas;TESE;['FERNANDO EDUARDO MATURI']
CBPF;Upgrade do detector do Projeto CRE4AT dedicado a medidas de raios cósmicos para estudos de física atmosférica;DISSERTAÇÃO;['DIOGO AYRES ROCHA']
UNB;Conformal Field Theories in Symplectic Manifolds;TESE;['GUSTAVO XAVIER ANTUNES PETRONILO']
UFF;Efeitos da variabilidade hidrológica sobre a geoquímica elementar e isotópica de espeleotemas com base em monitoramento de caverna do Cerrado;TESE;['JOAO TERRA ASSINY RAPHAELLI']
UNB;Propriedades de Quasipartículas Carregadas em Materiais Altamente Confinados;TESE;['TIAGO DE SOUSA ARAUJO CASSIANO']
UFPA;PETROGÊNESE DOS GRANITOS MANDA SAIA E MARAJOARA: CONTRIBUIÇÕES PARA A DEFINIÇÃO DA NATUREZA DO MAGMATISMO PALEOPROTEROZOICO DA PROVÍNCIA CARAJÁS;TESE;['RODRIGO FABIANO SILVA SANTOS']
FCE;Predição de coesão em redações baseado na teoria de resposta ao item;TESE;['BRUNO ALEXANDRE BARREIROS ROSA']
USP;Análise de complexidade para um algoritmo de terceira ordem atingir a estacionariedade de segunda ordem.;TESE;['DAVID RICARDO BARRETO LIMA SILVA']
USP;Métodos topológicos e geométricos em dinâmica dos fluidos;DISSERTAÇÃO;['GUILHERME FERREIRA VASCONCELOS JUNIOR']
UFCG;ANALISANDO CONFIGURAÇÕES DE PROVISIONAMENTO AUTOMÁTICO NA NUVEM: UMA ABORDAGEM BASEADA EM SIMULAÇÃO;DISSERTAÇÃO;['SAMARA SONALE SANTOS SAMPAIO']
UNB;MÉTODO RÁPIDO E SELETIVO PARA DISCRIMINAÇÃO DE LSD, NBOH E NBOME EM AMOSTRAS DE SELOS APREENDIDOS;DISSERTAÇÃO;['HEVELIN BALBINO DE ALMEIDA']
UFPE;HETEROCICLOS NITROGENADOS COMO FONTE DE DESENVOLVIMENTO DE FÁRMACOS PARA O TRATAMENTO DA DIABETES E HIPERTENSÃO;TESE;['SIDNEY GUSTAVO DINIZ FEITOSA']
UFSC;Desenvolvimento de programa para análise automatizada de dados: um estudo de caso do desbastamento eletrônico de filmes poliméricos por espectrometria de massa;DISSERTAÇÃO;['BEATRIZ NATTRODT DAVILA']
UFAM;A INFLUÊNCIA DOS SUBSTITUINTES NAS PROPRIEDADES ESPECTROSCÓPICAS, ELETRÔNICAS E FARMACÊUTICAS DE ALCALOIDES DO TIPO 7,7-DIMETILAPORFÍNICOS;TESE;['ADJANE DALVANA SAMPAIO BRANCHES']
UFAL;SÍNTESE E AVALIAÇÃO DAS ATIVIDADES: LARVICIDA, ANTIMICROBIANA, ECOTOXICOLÓGICA E LEISHMANICIDA DE DERIVADOS DO ÁCIDO CINÂMICO ;TESE;['SARALINY BEZERRA FRANCA']
UFPR;"Determinacão de pesticidas em cascas de frutas por Espectroscopia Raman amplificada por superfície e quimiometria"" para ""Detecção de pesticidas em cascas de alimentos por Espectroscopia Raman amplificada por superfície e quimiometria";DISSERTAÇÃO;['ANDERSON VICTOR DA SILVA']
UNICAMP;Comparison of XAI techniques in the context of human activity recognition;DISSERTAÇÃO;['PATRICK DOS SANTOS ALVES']
UFRN;Limites da BBN atualizados em partículas de longa vida advinda de setores escuros.;DISSERTAÇÃO;['JOSE ROBERTO ALVES MOURA']
UFSC;FÁCIES E ESTRUTURAS GLACIOGÊNICAS DO GRUPO ITARARÉ NA REGIÃO DE DOUTOR PEDRINHO, LESTE DA BACIA DO PARANÁ.;DISSERTAÇÃO;['ARTUR AUGUSTO PASSOS MIRANDA']
UFRGS;Nyström Method Applied to Two-dimensional Neutral Particle Transport Problems in Heterogeneous Media;TESE;['GUSTAVO ALCIDES LORENSI']
UFBA;Estimação Bayesiana nos Modelos com Respostas Distais em Análise de Sobrevivência;DISSERTAÇÃO;['MARCOS AURELIO EUSTORGIO FILHO']
UNIFEI;Radiação de Corpo Negro do Campo Escalar no Universo de Einstein;DISSERTAÇÃO;['JOAO PAULO ALMEIDA DE PAULA']
USP-SÃO CARLOS;Social Sustainability in Systematic Literature Review in Software Engineering;TESE;['ANDERSON YOSHIAKI IWAZAKI DA SILVA']
UFPE;ESPACIALIZAÇÃO DE HABITATS BENTÔNICOS EM UMA PLATAFORMA  CONTINENTAL TROPICAL;TESE;['ENATIELLY ROSANE GOES']
UNICAMP;Integrated Brillouin-optomechanics in Low-losses Materials;TESE;['ROBERTO DE OLIVEIRA ZURITA']
UFV;Variabilidade em processos difusivos com aplicações em microrreologia e migração celular;TESE;['TIAGO NASCIMENTO DE AZEVEDO']
UFC;Athenaea velutina: Isolamento e Caracterização de Lactonas Esteroidais Polioxigenadas (VITANOLÍDEOS);DISSERTAÇÃO;['LAVOSYER DA SILVA MENDONCA']
FURG;Aprendizado de Máquina para Predição de Sequelas de Pacientes Com Diagnóstico de COVID 19;DISSERTAÇÃO;['CHRISTIAN GIMENEZ BARANANO']
UNICAMP;Unveiling Mental Well-being: Stress, State-Anxiety, and Stressor Detection in a Case Study;DISSERTAÇÃO;['MATHEUS CORREA LINDINO']
PUCPR;UMA ABORDAGEM PARA APOIAR DOCENTES NA SELEÇÃO DE ESTRATÉGIAS DE ENSINO EM ENGENHARIA DE REQUISITOS.;TESE;['REGIANE ORLOVSKI']
UFF;CARACTERÍSTICAS GEOLÓGICAS DO INTERVALO ALBIANO-CENOMANIANO DAS REGIÕES PROXIMAL, INTERMEDIÁRIA E DISTAL DA BACIA DE SANTOS, E IMPLICAÇÕES PARA MODELAGEM DE VELOCIDADES SÍSMICAS;DISSERTAÇÃO;['VITOR DA SILVA NOVELLINO']
UNIFEI;Síntese e caracterização do poli(3-doceciltiofeno) para aplicação em dispositivos eletrocrômicos;DISSERTAÇÃO;['ARTUH ALVES SILVA']
UFSM;Uso da proteína de semente de cânhamo para microencapsulação de nutrientes assistida por ultrassom;TESE;['VITORIA HAGEMANN CAUDURO']
UFF;Exploring Radiance Fields as Surrogate for Ray Traced Effects in Foveated Rendering;DISSERTAÇÃO;['HORACIO BRESCIA MACEDO HENRIQUES']
UEL;Um Framework para Gestão Ágil de Desempenho de Profissionais de Tecnologia da Informação;DISSERTAÇÃO;['MARCUS VINICIUS ALENCAR TERRA']
USP-SÃO CARLOS;T-Explainer: uma abordagem para a explicabilidade em Aprendizado de Máquina baseada em gradientes;TESE;['EVANDRO SCUDELETI ORTIGOSSA']
USP;Algoritmos de arredondamento para o problema do subgrafo 2-aresta-conexo mínimo;DISSERTAÇÃO;['GABRIEL MORETE DE AZEVEDO']
USP-RIBEIRÃO PRETO;A Poly(RC)-Binding Protein 2 (PCBP2) como possível ligante celular do Ferro Lábil (LIP);DISSERTAÇÃO;['RAPHAEL FIGUEIRA']
UFPA;OBTENÇÃO E CARACTERIZAÇÃO DA RAIZ PULVERIZADA DA ESPÉCIE  ENTADA POLYPHYLLA BENTH VISANDO APLICAÇÃO TECNOLÓGICA EM  PRODUTO SAPÔNICO BIOECOLÓGICO;TESE;['MARIO LUCIVALDO BARRETO DE JESUS']
UNICAMP;Uma conexão entre o multiplicador de Schur e a construção X(G);DISSERTAÇÃO;['LUCAS BARROSO ROCHA']
UEM;Estudo comparativo das partes aéreas e flores de Chrysolaena platensis: desreplicação, avaliação in vitro da atividade anti-Leishmania e isolamento dos constituintes das flores;DISSERTAÇÃO;['YASMIN IRINEU DOS SANTOS']
UNESP-SÃO JOSÉ DO RIO PRETO;Funções curvatura para curvas planas singulares;DISSERTAÇÃO;['ILIS MAGALHAES BELONI']
UFRJ;HIDROGEOLOGIA DOS AQUÍFEROS CENOZOICOS NA PORÇÃO BRASILEIRA DO SISTEMA AQUÍFERO AMAZONAS (SAA);DISSERTAÇÃO;['FERNANDA CAETANO DE MATTOS BASTOS CUNHA']
UFPA;ALTERAÇÕES NEUROANATÔMICAS E MORFOMÉTRICAS DA EXPOSIÇÃO CRÔNICA AO GLIFOSATO EM TILÁPIAS (Oreochromis niloticus);DISSERTAÇÃO;['JESSICA GIZELE SOUSA LEITE']
UFAM;Quantisização da Álgebra U(g) para uma Álgebra de Lie simples g;DISSERTAÇÃO;['YEIMY PAOLA AGUIRRE ESCOBAR']
UFMS;DESENVOLVER E VALIDAR UMA METODOLOGIA ANALÍTICA UTILIZANDO CLAE/DAD PARA DETERMINAÇÃO QUANTITATIVA DE RESÍDUOS DE TETRACICLINAS EM CARNE BOVINA, EMPREGANDO A TÉCNICA DE EXTRAÇÃO POR QUECHERS;TESE;['DEISY SILVA LOPES']
IMPA;O aluno do programa de mestrado do IMPA tem a opção de não defender dissertação. Em substituição à dissertação, o aluno pode cursar duas disciplinas de doutorado.;DISSERTAÇÃO;['FABIELE LOTERIO']
FURG;INFLUÊNCIA DA DESCARGA FLUVIAL E DO VENTO NO TRANSPORTE DE MICROPLÁSTICOS NA LAGOA DOS PATOS;DISSERTAÇÃO;['THAIS TEIXEIRA GAVA']
CEFET-RJ;APRIMORAMENTO DA DETECÇÃO DE CONLUIOS COM APRENDIZADO DE MÁQUINA: EXPLICABILIDADE E ANÁLISE DOS RESULTADOS;DISSERTAÇÃO;['LUCAS DAFLON SCORALICK']
UFRJ;New Methods for the Determination of the Three-Dimensional Structure of Proteins and Nanoparticles;DISSERTAÇÃO;['GABRIEL PINESCHI BRAUN']
UFAL;Investigação das propriedades magnéticas, ópticas, térmicas e estruturais de nanocristais de Sb2S3 e SnTe dopados com Mn²+ crescidos no sistema vítreo SNAB: SiO2-Na2CO3-Al2O3-B2O3;TESE;['CARLOS ALBERTO ALVES DE VASCONCELOS']
UFPEL;Planejamento de Rotas de Cobertura para Veículos Aéreos Não Tripulados Aplicados no Controle Biológico de Pragas em Cenários Reais de Grandes Áreas;TESE;['BRUNO SIQUEIRA DA SILVA']
UFMG;Áxions Solares: teoria, produção e detecção;DISSERTAÇÃO;['GABRIEL DE SOUSA PINTO MARTINS CRUZ']
UFF;UTK-PROV: Analisando a Construção de Visualizações Web Urbanas Baseadas em Gramática Através de Proveniência;DISSERTAÇÃO;['AMANDA FLOR']
UFF;GAME SENSE - An Adaptive Gameplay Approach;DISSERTAÇÃO;['GABRIEL FERNANDES RIBEIRO']
USP-RIBEIRÃO PRETO;Clonagem, expressão heteróloga e purificação da glutamato desidrogenase NADP(H)-dependente de Leishmania major;DISSERTAÇÃO;['RAFAEL BAVARESCO POZZATO JERONYMO']
UFSJ;Segmentação e Extração de Características de Imagens de Retinografia para o Diagnóstico do Glaucoma: Uma alternativa ao uso das redes neurais.;DISSERTAÇÃO;['MARCUS VINICIUS DE CASTRO OLIVEIRA']
UNIFESSPA;Modelagem e simulação computacional do sistema fosfato de chumbo dopado com cério e vanádio;DISSERTAÇÃO;['JOAO MARCOS BATISTA DE ASSUNCAO']
UFAM;"""ONETRACK - MODELOS BASEADOS EM TRANSFORMERS E EFICIENTES EM TEMPO DE INFERÊNCIA PARA RASTREAMENTO DE MÚLTIPLOS OBJETOS""";DISSERTAÇÃO;['LUIZ CARLOS SILVA DE ARAUJO FILHO']
UFBA;ELEMENTOS TERRAS RARAS E εNd COMO TRAÇADORES DE PROCESSOS NATURAIS EM AMBIENTES COSTEIRO E  OCEÂNICO;TESE;['RAIZA LOPES BORGES ANDRADE']
