Sigla;Nome;Tipo Produção;Autores
FCE;UM ESTUDO SOBRE O USO DE LARGE LANGUAGE MODELS PARA MENSURAR A QUALIDADE DE DEBATES ESCRITOS EM PLATAFORMAS DE COLABORAÇÃO;DISSERTAÇÃO;['MANOEL ANTONIO DE FREITAS NETO']
UFPA;ECOSSISTEMA DE SOFTWARE SIG-UFRN: UM ESTUDO EXPLORATÓRIO SOBRE OS FATORES DETERMINANTES À SUA ADOÇÃO;DISSERTAÇÃO;['AILSON MEDEIROS VASCONCELOS']
UFSC;Detecção eletroquímica de poluentes ambientais usando eletrodo de carbono vítreo;TESE;['KELLINE ALAIDE PEREIRA SOUSA']
UERJ;AVALIAÇÃO DA CONCENTRAÇÃO DE ELEMENTOS TRAÇOS EM CÉLULAS DE NEUROBLASTOMA TRATADAS COM EXTRATOS NATURAIS USANDO A TÉCNICA DE FLUORESCÊNCIA DE RAIOS X POR REFLEXÃO TOTAL;TESE;['GABRIEL DA CRUZ FERREIRA']
UNIFAL-MG;Rede Polimérica a base de Polidimetilsiloxano funcionalizado com grupo amino contendo dióxido de titânio para aplicação na degradação do corante azul de metileno;DISSERTAÇÃO;['DIOGO AUGUSTO BERTOLUCCI']
UFPE;Modelos de Crescimento Aplicados à Pandemia de Covid-19 e Versão Entrópica Heterotípica da Teoria H;TESE;['ARTHUR ARAUJO BRUM']
UFMT;AVALIAÇÃO NEUROTOXICOLÓGICA DO PARAQUAT E SEUS PRODUTOS DE DEGRADAÇÃO EM Drosophila melanogaster;DISSERTAÇÃO;['DOUGLAS LISBOA RAMALHO']
USP-SÃO CARLOS;Studies of microscopic nonequilibrium stochastic dynamics in optical tweezers;TESE;['THALYTA TAVARES MARTINS']
UFRGS;KTWIN: A Serverless Kubernetes-based Digital Twin Platform;DISSERTAÇÃO;['ALEXANDRE GUSTAVO WERMANN']
UDESC;PERFORMANCE AND PREDICTABILITY ANALYSIS OF LOCAL FILE SYSTEM I/O WORKLOADS ON SERVERLESS CLOUD PLATFORMS;DISSERTAÇÃO;['GABRIEL PIMENTA ROBAINA']
UFF;“Um Mecanismo Auto-ajustável Para a Energia Escura Advindo do Efeito de Backreaction”;DISSERTAÇÃO;['MARCO ANTONIO CARDOSO ALVAREZ']
UFAL;PAGERANK DAS NORMAS BRASILEIRAS NO DIÁRIO OFICIAL DA UNIÃO DE 2002 A 2022;DISSERTAÇÃO;['FELIPE SALOMAO CARDOSO']
UFRGS;Desenvolvimento de materiais nanoestruturados e magnéticos para aplicações biomédicas;TESE;['RAFAELA CARVALHO DE ANDRADE']
UNICAMP;Evolução hidrotermal e geocronologia U-Pb do depósito de óxido de ferrocobre-ouro Pedra Branca, Província Carajás, Pará.;DISSERTAÇÃO;['JONATHAS MARINHO SANCHES']
UFMT;A Importância dos Museus de Geociências Brasileiros para a Preservação do Patrimônio e Disseminação do Conhecimento Geológico;DISSERTAÇÃO;['ANA CAROLINA DA SILVA RODRIGUES']
UFPE;CONSTRUÇÃO DE APLICAÇÃO WEB PARA HOSPEDAGEM DE ALGORITMO  DE AVALIAÇÃO AUTOMÁTICA DA QUALIDADE DE IMAGENS UTILIZANDO O  DOCKER;DISSERTAÇÃO;['MACELA ZOVKA DE MORAES LEMOS']
UFPE;MOF-Cu E MOF-Zn FUNCIONALIZADAS COM ÓXIDO DE GRAFENO COMO SORVENTE NA TÉCNICA DE MICROEXTRAÇÃO EM FASE SÓLIDA DISPERSIVA PARA A DETERMINAÇÃO DE POLUENTES EMERGENTES NA ÁGUA;TESE;['IVON ESTHER VALENZUELA JARAMILLO']
UFABC;OTIMIZAÇÃO DE ADSORVENTES DE FÓSFORO E SÍNTESE DE BIOCOMPÓSITOS ANTIMICROBIANOS: AVANÇOS EM QUÍMICA VERDE PARA TRATAMENTO DE ESGOTO SANITÁRIO;TESE;['RENAN DA SILVA NUNES']
UNICAMP;SÍNTESE DE NANOPARTÍCULAS DE OURO EM RING-OVEN PARA INTENSIFICAÇÃO DE SINAIS EM LIBS;DISSERTAÇÃO;['ANA FLAVIA LOUREIRO MARTINS NASCIMENTO']
PUC-RIO;Clustering under constraints: explainability via decision trees and separability with minimum size;TESE;['LUCAS SAADI MURTINHO']
UNIFAL-MG;Nanotubos de carbono magnéticos funcionalizados: Avaliação da proteína corona em soro humano, estudos de citocompatibilidade e permeação em modelo biomimético;TESE;['MARIANA AZEVEDO ROSA']
UFMG;Estados Magneticos Itinerantes em Interfaces de Heteroestruturas Bi-dimensionais Laterais de Grafeno e Nitreto de Boro;DISSERTAÇÃO;['EDUARDO AFONSO MOREIRA SANTOS']
UFPB-JOÃO PESSOA;Time Rescaling as a Shortcut to Adiabatic Population Transfer in Quantum Three-level Systems;DISSERTAÇÃO;['JOSE LUKAS MONTENEGRO FERREIRA']
USP-SÃO CARLOS;Previsão do preço do arroz no Brasil usando modelos de aprendizado de máquina e dados de oferta e demanda;DISSERTAÇÃO;['LUCAS VALLE MIELKE']
UFG;Estudo molecular por FT-ICR MS de óleos recuperados por injeção alternada de água-gás;DISSERTAÇÃO;['JOVEILTON BATISTA DA SILVA JUNIOR']
UFABC;Seleção de Critérios de Validação em Agrupamento via Meta-Aprendizado;DISSERTAÇÃO;['MILENA REGINATO MARCONDES']
UFU;An approach to the personalized learning objects recommendation problem as a set covering problem using ontologies and metaheuristics;TESE;['CLARIVANDO FRANCISCO BELIZARIO JUNIOR']
UFAL;PRODUÇÃO DE AÇUCARES FERMENTÁVEIS PARA PRODUÇÃO DE ETANOL DE SEGUNDA GERAÇÃO UTILIZANDO ENDOGLUCANASES DE FUNGO FILAMENTOSO;TESE;['MARTA MARIA OLIVEIRA DOS SANTOS']
USP-SÃO CARLOS;Estudo de alterações metabólicas ligadas ao vírus SARS-CoV-2 e ao uso de laser de baixa potência como terapia anti-inflamatória em zebrafish (Danio rerio);TESE;['LEONARDO SANTOS ALEXANDRE']
UNESP-ARARAQUARA;Estudo de degradação de PET (polietileno tereftalato) via catálise enzimática;DISSERTAÇÃO;['VICTOR HUGO DE OLIVEIRA CAVALCANTI']
UEPB;COMPARAÇÃO DO POTENCIAL BIOTECNOLÓGICO DE Penicillium sp E Chrysosporim sp NA PRODUÇÃO SUSTENTÁVEL DE BIOSSURFACTANTE UTILIZANDO RESÍDUOS AGROINDUSTRIAIS;DISSERTAÇÃO;['SONALLY DE OLIVEIRA LIMA']
USP-SÃO CARLOS;Simulações numéricas de escoamentos bifásicos eletroosmóticos viscoelásticos em malhas hierárquicas;DISSERTAÇÃO;['DANIEL GARCIA LEAL RAYMUNDO']
UFRJ;Identificação de Gênero Musical por Meio de Redes Neurais Convolucionais;DISSERTAÇÃO;['NATANAEL LUCIANO DE MATOS']
UNICAMP;GEOQUÍMICA DE SEDIMENTOS FLUVIAIS E SUA RELAÇÃO COM O FRACIONAMENTO DE FÓSFORO EM ÁGUAS DE ABASTECIMENTO PÚBLICO DE CAMPINAS, SP;DISSERTAÇÃO;['RODRIGO ESTEVES ROCHA']
UFPA;ESTUDO DAS PROPRIEDADES TÉRMICAS, ÓPTICAS E VIBRACIONAIS DAS CHALCONAS  (2E)-1-(4-HIDRÓXI-FENIL)-3-(4-METÓXI-FENIL)-PROP-2-EN-1-ONA E (2E)- 1-(4-HIDRÓXI- FENIL)-3-(2-METÓXI-FENIL)-PROP-2-EN-1-ONA;TESE;['JOSE RICARDO PATRICIO DA SILVA SOUZA']
UFRJ;USO INTEGRADO DE CLAE-DAD-EM/EM E TÉCNICAS DE RMN 1D E 2D PARA CARACTERIZAÇÃO EM MISTURA DOS ALCALOIDES INDÓLICOS MONOTERPÊNICOS DAS FOLHAS DE Psychotria rhytidocarpa (Rubiaceae);DISSERTAÇÃO;['ERICK FERNANDES VIEIRA GAGLIANO']
PUCPR;PROCESSO DE DESENVOLVIMENTO DE SOFTWARE BASEADO NOS PRINCÍPIOS DE PRIVACY BY DESIGN;TESE;['VINICIUS CAMARGO ANDRADE']
UFSM;MODELOS PRESA-PREDADOR: MUITO ALÉM DO LOTKA-VOLTERRA;DISSERTAÇÃO;['FERNANDO LUIS STRAPAZZON']
UERN;UMA ABORDAGEM PARA O PROBLEMA DA ÁRVORE GERADORA MÍNIMA COM RESTRIÇÃO DE DIÂMETRO VIA METAHEURÍSTICA BRKGA;DISSERTAÇÃO;['ROBSON PIRES BORGES']
UFPA;Problemas elípticos envolvendo um operador difusão do tipo p&q Laplaciano vetorial;TESE;['HARLEN WENDERSON GARCIA DA SILVA']
UNB;“Caracterização Geofísica Aerotransportada do Sistema de Aquíferos Cristalinos Fraturados no Semiárido Nordestino Brasileiro: Uma Contribuição ao Conhecimento Hidrogeofísico em Região de Seca”;DISSERTAÇÃO;['GUSTAVO LOPES COSTA']
UFCG;Existência, Multiplicidade e comportamento Assintótico de soluções positivas para um problema elíptico singular;DISSERTAÇÃO;['DIEGO JONATHAN BEZERRA SILVA']
UFES;Da física da luz à modelagem estelar : uma análise dos processos físicos e das equações de estrutura estelar.;DISSERTAÇÃO;['VINICIUS ALEXANDRE GOMES BARCELLOS']
UFF;APLICAÇÕES DE ESTUDOS DE FITÓLITOS PARA RECONSTITUIÇÃO PALEOAMBIENTAL DO SÍTIO ARQUEOLÓGICO LAGOA GRANDE DAS QUEIMADAS, PIAUÍ;DISSERTAÇÃO;['ROBERTA MACIEL PACHECO VALENTE']
FGV-RJ;Modelagem Matemática da Criminalidade: uma abordagem com EDO’s;DISSERTAÇÃO;['ATILIO LEITAO PELLEGRINO']
UFBA;Síntese de 1,5-diamino-tetrazóis promovida por nitrato de bismuto empregando isotiocianatos alifático, aromático e derivado do limoneno;TESE;['DANILO SANTANA GALVAO']
UFRN;Controles Biofísicos e Ambientais da Evapotranspiração em Pastagens Tropicais sob Condições de Sequeiro;TESE;['ISRAEL WALTER HILARIO DA SILVA']
UDESC;ESTUDO DE SISTEMAS BINÁRIOS DE OBJETOS COMPACTOS: DA ACREÇÃO À COALESCÊNCIA;DISSERTAÇÃO;['CAROLINE MEURER DE LIZ']
UFPI;Equação k-Hessiana com termo quadrático natural;TESE;['JEFFERSON DE BRITO SOUSA']
USP;Otimização de forma e controle ótimo para problemas de fronteira livre;TESE;['JADEVILSON CRUZ RIBEIRO']
USP-SÃO CARLOS;Espaços de Hilbert torcidos e propriedades 3SP;DISSERTAÇÃO;['ANA LIDIA DA SILVA LICIO']
UFPA;Prevendo Peptídeos de Penetração Celular com Deep Learning Explorando Descritores Moleculares Baseados em Sequência e Estrutura;DISSERTAÇÃO;['JULIANA AUZIER SEIXAS FEIO']
UFPR;INFERÊNCIAS PALEOAMBIENTAIS E PALEOCLIMÁTICAS SOBRE A GLACIAÇÃO NEOPALEOZOICA A PARTIR DA ANÁLISE MULTIPROXY DE UMA SUCESSÃO PENSILVANIANA DA BACIA DO PARANÁ;DISSERTAÇÃO;['GABRIELA BORGES VELASQUEZ']
UFSJ;Análise e Suporte à Nomeação: Explorando Práticas em Programação Orientada a Objetos;DISSERTAÇÃO;['REMO DE OLIVEIRA GRESTA']
UNB;On Some Residual Properties in Groups;DISSERTAÇÃO;['RENAN VANDERLEI FERNANDES']
UFCG;Álgebras de Azumaya e o produto cruzado por uma ação parcial torcida;DISSERTAÇÃO;['ERICA ISABEL DOS SANTOS']
UFG;Monitoramento do procedimento terapêutico de hipertermia magnética por termometria luminescente;DISSERTAÇÃO;['SAMUEL DE MELO CASTRO']
UNB;Lossless intra compression of point cloud geometry based on S3D coder using threads and block decomposition;DISSERTAÇÃO;['OTHO TEIXEIRA KOMATSU']
UFPA;Exploring compact objects: scalar fields, light rings and gravitational lensing;TESE;['SERGIO VINICIUS MONTEIRO CASTELO BRANCO XAVIER']
UFPA;UM PROGRAMA DE ESTUDO BASEADO EM METODOLOGIA  ATIVA PARA O ENSINO E APRENDIZAGEM DE TESTE  EXPLORATÓRIO DE SOFTWARE;TESE;['IGOR ERNESTO FERREIRA COSTA']
FURG;Transmissão Confiável de Imagens em Pub/Sub para IoT;DISSERTAÇÃO;['EVERSON DA SILVA FLORES']
ITA;MATURIDADE ÁGIL: UM ESTUDO DE CASO SOBRE OS DESAFIOS E OPORTUNIDADES NA ADOÇÃO DE PRÁTICAS ÁGEIS EM UMA ORGANIZAÇÃO PÚBLICA;DISSERTAÇÃO;['JARDEL COSSENZO LOPES DE SANTANA']
USP-SÃO CARLOS;Topics on the theory of Frobenius manifolds;DISSERTAÇÃO;['THALES NOVELLI CASTRO']
UFSC;Elements of learning theory and their application in the prediction of malignancy of breast lesions;DISSERTAÇÃO;['ALEK FROHLICH']
IFMA-MONTE CASTELO;Integração de QUECHERS e Microextração Líquido-Líquido Dispersiva com Solidificação de Gota Orgânica Flutuante  (DLLME-SFOD) para determinação de Disruptores Endócrinos em Amostras de Peixe;DISSERTAÇÃO;['FABRICIA FORTES DOS SANTOS']
UFSCAR;Segmentação de vasos sanguíneos utilizando redes neurais convolucionais: Investigação da prevalência de descontinuidades e desenvolvimento de técnicas para mitigá-las;DISSERTAÇÃO;['JOAO PEDRO PARELLA']
UFF;Apache: Algoritmo de Provisionamento Analítico da Criticalidade Hipotética de Enlaces;DISSERTAÇÃO;['CARLOS SALVADOR GOMIDE RICHA']
UFPI;Uso da lindgrenita como agente antimicrobiano e como catalisador ácido heterogêneo para obtenção de biodiesel;TESE;['TALLES ANDRE FEITOSA DE CARVALHO']
UNESP-RIO CLARO;Avaliação da mistura de pó de diabásio, folhelho e calcário dolomítico em Latossolo incubado e dinâmica da liberação de nutrientes;DISSERTAÇÃO;['LUIS FELIPE BRUNO LOCATELLI']
USP-SÃO CARLOS;Preparo de amostra e LC-MS/MS para análise metabolômica de fluidos biológicos de pacientes de pediatria após infecção pela COVID-19;TESE;['PAULO EMILIO PEREIRA BARCI']
USP-SÃO CARLOS;Estudos teóricos de compostos canabinoides e suas interações com os receptores CB1 e CB2;TESE;['LAISE PELLEGRINI ALENCAR CHIARI']
UFBA;DISTRIBUIÇÃO ESPACIAL E DISPONIBILIDADE DE METAIS POTENCIALMENTE TÓXICOS EM SOLOS DE ÁREA DE PROCESSAMENTO DE MINÉRIO DE CHUMBO, SANTO AMARO, BAHIA.;DISSERTAÇÃO;['VICTOR BENJAMIM VICTOR']
UNICAMP;PRODUÇÃO DE ETANOL DE 1ª E 2ª GERAÇÃO: DESENVOLVIMENTO DE NANOPARTÍCULAS MAGNÉTICAS PARA REUTILIZAÇÃO DE LEVEDURAS;DISSERTAÇÃO;['NEIDELENIO BALTAZAR SOARES']
UNICAMP;Abordagem de deep learning para sistemas quânticos de muitos corpos;TESE;['WILLIAM FREITAS E SILVA']
UFC;Evolução do momentum angular estelar em sistemas binários na vizinhança solar;DISSERTAÇÃO;['BRICIO WARNEY DE FREITAS ALVES']
IMPA;O aluno do programa de mestrado do IMPA tem a opção de não defender dissertação. Em substituição à dissertação, o aluno pode cursar duas disciplinas de doutorado.;DISSERTAÇÃO;['ELIZABETH MENEZES']
UFPE;Unveiling the Usability of Reactive Programming API: Findings, tools, and Recommendations;TESE;['CARLOS EDUARDO ZIMMERLE DE LIMA']
USP;Petrogenesis and tectonic environment of Neoproterozoic calc-alkaline magmatism in the southern portion of Socorro-Guaxupé Nappe: comparative study of pre-collisional orthogneisses and post-collisional granitoids.;TESE;['BARBARA BUENO TOLEDO']
UFPEL;Diretrizes de Acessibilidade em Ambientes de Desenvolvimento Integrado para Estudantes Cegos ;TESE;['ELIANA ZEN']
UFAM;ENSINO PRESENCIAL COM MEDIAÇÃO TECNOLÓGICA (EPMT): A relação entre o processo de Ensino-Aprendizagem de Química e a Pedagogia Culturalmente Relevante (PCR) em três escolas estaduaissituadas na região metropolitana de Manaus, Amazona;DISSERTAÇÃO;['PAULO TORRES NETO']
UEPB;Investigação do potencial catalítico do α-MoO3 combinado com resíduo de rochas ornamentais para a produção de biodiesel: uma tecnologia promissora;DISSERTAÇÃO;['MICHEL SILVA DE OLIVEIRA']
UFS;Estudo da influência do agente quelante e da concentração de Európio nas propriedades estruturais e ópticas do YVO4:Eu  sintetizado pela rota sol-gel modificada;DISSERTAÇÃO;['MATHEUS SILVEIRA CAMPOS DE OLIVEIRA']
UFPE;APPENDICULARIA NO OCEANO ATLÂNTICO: ESTADO DO CONHECIMENTO, ESTRUTURA DE COMUNIDADE E PRODUTIVIDADE SECUNDÁRIA;DISSERTAÇÃO;['LUCAS CAVALCANTI DE MENDONCA']
UFPA;ESTUDO QUÍMICO E ATIVIDADES BIOLÓGICAS DOS EXTRATOS  DO FUNGO Actinomucor elegans AcCC18.1A ENDOFÍTICO DE  Rhizophora mangle L. (Rhizophoraceae);DISSERTAÇÃO;['KATHIA RAQUEL MURILLO PADILLA']
UFRN;Avaliação da Ferramenta EvoMaster na Geração de Casos de Teste para Aplicações REST;DISSERTAÇÃO;['VICTOR HUGO FREIRE RAMALHO']
UFSC;Prospecção de inibidores da protease Mpro do SARS-CoV-2 a partir de compostos isolados de Platonia insignis e Citrus sinensis;TESE;['MONALISA AZEVEDO MOREIRA COSTA']
UNB;Avaliando o impacto de medidas de confiabilidade do tipo stress-strength com marginais extremais: aplicações em dados financeiros e hidrológicos;DISSERTAÇÃO;['REBECA KLAMERICK LIMA']
UEL;Desenvolvimento de sensor biomimético de polipirrol baseado em tecnologia de impressão química e pré-concentração controlada eletroquimicamente visando a determinação de SARS-CoV-2 em amostra de saliva;TESE;['MILENA DO PRADO FERREIRA']
UFPE;ARCABOUÇO GEOLÓGICO-GEOFÍSICO E MINERALIZAÇÃO DE ASBESTO DO COMPLEXO RIACHO DO TIGRE: implicações na evolução do Terreno Rio Capibaribe, Província Borborema;TESE;['GLENDA LIRA SANTOS']
UNIFESSPA;Estudo da obtenção de ésteres etílicos via catálise heterogênea: aplicação de um catalisador a base de óxidos mistos (Na-FeAlO);DISSERTAÇÃO;['MARCOS VALERIO SOLINO CAMARA']
UFBA;Estudo mecanístico de reações envolvendo espécies poluentes e os radicais OH e O(3P);TESE;['ADALBERTO SANTANA LIMA JUNIOR']
UFF;A Methodology for Real-time Indoor Human Presence Detection and Individual Identification Based on Wi-fi Channel State Information;TESE;['JULIO CESAR HUARACHI SOTO']
UNICAMP;Utilização de acetilacetonato de cromo (III) para diminuição dos tempos de relaxação longitudinal em Ressonância Magnética Nuclear;DISSERTAÇÃO;['JOAO PEDRO BRUSSOLO DA SILVA']
UFRJ;Dinâmica de germes de difeomorfismos analíticos complexos em uma variável;DISSERTAÇÃO;['RENZO ANTHONY PINO ESPINOZA']
UFF;Blockbridge: Repositório Web Para Tecnologias de Escalabilidade da Blockchain Ethereum;DISSERTAÇÃO;['JOAO VITOR FRANCO LORENZ']
UFPA;Sobre Comportamento Assintótico de Sistemas Poro-Elástico com Damping do Tipo Derivada Fracionária;TESE;['WILSON RODRIGUES OLIVEIRA']
UFABC;Nanopartículas metálicas sintetizadas através de rotas biogênicas: uma promissora aplicação para bionanocompostos baseados em quitosana;DISSERTAÇÃO;['CAROLINA CUNHA DE FREITAS']
UFG;Em Busca do Estado da Arte e da Prática sobre Schema Matching na Indústria Brasileira - Resultados Preliminares de uma Revisão de Literatura e uma Pesquisa de Opinião;DISSERTAÇÃO;['RICARDO HENRICKI DIAS BORGES']
PUC-RIO;Caracterização de ceras de parafina em óleos brutos brasileiros e sua correlação com emulsões água-em-óleo.;TESE;['VITORIA REGIA MOISES NUNES GOMES']
USP;Síntese de populações estelares de galáxias com técnicas de aprendizado de máquina;DISSERTAÇÃO;['VITOR MARTINS CERNIC']
USP;Uma abordagem para o alinhamento de dados funcionais baseada em modelos de efeitos mistos não lineares;DISSERTAÇÃO;['FELIPE TOLEDO FERREIRA']
UNESP-SÃO JOSÉ DO RIO PRETO;Reaproveitamento de subprodutos da indústria sucroenergética para o desenvolvimento de materiais carbonáceos (magnéticos) e aplicação como novos adsorventes de contaminantes ambientais;TESE;['MARCIO JUSTI LARANJA']
UFC;Enhanced Post-Cardiac Arrest Prognostic Assessment: A Dual Approach Integrating Deep Learning and Clinical EEG Pattern Analysis;DISSERTAÇÃO;['ANTONIO GUILHERME CUNHA SANTOS']
USP-SÃO CARLOS;On the physics of dissipative systems: classical dynamics and quantum dissipative adaptation;TESE;['ELISA IAHN GOETTEMS']
UNICAMP;Estudos teórico-experimentais da Ressonância de Fano e seu impacto sobre Espectroscopia SERS;TESE;['ADRIANA SANTINOM']
UNICAMP;DETERMINAÇÃO DE BENZENO, TOLUENO E XILENOS EM ÁGUAS POR ESPECTROSCOPIA RAMAN;DISSERTAÇÃO;['AUGUSTO FERNANDO SOUZA DE OLIVEIRA']
UFJF;DevFinder: An Architecture for Recommending Software Development Specialists with Industry-Speciﬁc Expertise in Desired Technologies;DISSERTAÇÃO;['VITOR QUEIROZ DE CAMPOS']
USP;Betaxantinas: compostos parentais, e derivados tiofenólicos e dissulfetos;TESE;['JUAN CAMILO BARONA CASTANO']
UESB;Estudo comparativo do OET rendimento e da composição química do óleo essencial do Thymus vulgaris (Lamiaceae) cultivado sob diferentes níveis de sombreamentos em malhas ;DISSERTAÇÃO;['MATEUS SOUSA PORTO']
UNESP-ARARAQUARA;Projeto e construção de plataformas descartáveis de polímeros por manufatura aditiva para HR-CS GFAAS: determinação simultânea de Rh e Ru em resíduos eletroeletrônicos;DISSERTAÇÃO;['CAROLINE SCACHE PRUDENCIO']
UERJ;Dinâmica de campos escalares em espaço-tempo esfericamente simétrico: condições de calibre maximal slicing e K-Driver ;DISSERTAÇÃO;['PEDRO HENRIQUE DE CASTRO MOURA']
UFMS;Abordagem baseada em Cenários para Extração de Requisitos de Interoperabilidade de Sistemas-de-Sistemas a partir de Processos-de-Processos de Negócio;DISSERTAÇÃO;['MURILO GUSTAVO NABARRETE COSTA']
UFC;Aprendizagem e rotulação de intenções semiautomática para modelos de classificação de texto em linguagem natural;DISSERTAÇÃO;['VALMIR OLIVEIRA DOS SANTOS JUNIOR']
UESPI;ESTUDO  QUÍMICO-QUÂNTICO   DOS  MONOTERPENOS HIDROCARBONETOS  LIMONENO, SABINENO, α-FELANDRENO  E  β-FELANDRENO  PRESENTES  NO  ÓLEO  ESSENCIAL DAS FOLHAS DE Croton heliotropiifolius KUNTH;DISSERTAÇÃO;['MARIA MILENA REGINA EULALIO CAVALCANTE']
UFRGS;SISTEMAS FLUVIAIS DOMINADOS POR ESTRUTURAS SUPERCRÍTICAS EM CLIMA SEMIÁRIDO NO EOTRIÁSSICO: REINTERPRETAÇÃO SEDIMENTAR DA FORMAÇÃO SANGA DO CABRAL;TESE;['PEDRO LUIS AMMON XAVIER']
UNICAMP;Nanomateriais de celulose: preparação e aplicação em hidrogéis e filamentos;TESE;['EUPIDIO SCOPEL']
UNESP-SÃO JOSÉ DO RIO PRETO; Complexos bimetálicos de rutênio(II) e paládio(II): acoplamento de reações mecanisticamente distintas usando catalisadores multifuncionais via catálise tandem;TESE;['PATRIK DIONE DE SANTANA GOIS']
UFV;Conexão de Shilnikov Deslizante Em Sistemas Lineares Por Partes em R 3 .;DISSERTAÇÃO;['EDUARDA DUTRA DE ALMEIDA']
USP;Interação pelo olhar por meio de alvos expansíveis;TESE;['CANDY VERONICA TENORIO GONZALES']
UFS;INFLUÊNCIA DO TEOR DE OXIGÊNIO NAS PROPRIEDADES ESTRUTURAIS E ÓPTICAS DO SISTEMA YF-YOF APLICÁVEL EM SENSORES ÓPTICOS SEM CONTATO.;TESE;['BARBARA MATOS CRUZ']
UFRGS;Adsorventes de TiO2 preparado pelo método sol-gel para cleanup em preparo amostras;DISSERTAÇÃO;['JULIANO EDUARDO ALVES']
UTFPR;Campos Vetoriais e a Dinâmica Cosmológica: as Fases Aceleradas do Universo;DISSERTAÇÃO;['ALLAN PAIS DE CAMARGO']
UFRGS;“Análise Numérica da Existência e Evolução de Droplets Quânticos em Condensados de Bose-Einstein” (“Numerical Analysis of the Existence and Evolution of Quantum Droplets in Bose-Einstein Condensates”);DISSERTAÇÃO;['ENRIQUE AUGUSTO TIRAN CALDEROLI']
UNICAMP;Materiais quânticos complexos na estrutura cristalina dos 112;TESE;['GABRIEL SILVA FREITAS']
UERJ;Estudo das propriedades térmicas e magnéticas do PrNi2;DISSERTAÇÃO;['WALLACE DA SILVA TORRES']
UFCG;A distribuição gama inversa com zeros ajustados;DISSERTAÇÃO;['RAFAELLA SANTOS VITORINO']
IPT;Uma arquitetura descentralizada baseada em blockchain para atualização segura de firmware em dispositivos IoT;DISSERTAÇÃO;['AIRTON YASSUSHIKO COPPINI TOYOFUKU']
UNESP-RIO CLARO;Estudo integrado de geofísica e geologia estrutural na identificação do fluxo hidrogeológico em barragem e bacias de decantação de mina de urânio em descomissionamento;TESE;['LEONIDES GUIRELI NETTO']
UFBA;SÍNTESE DE HÍBRIDOS MOLECULARES POLIFUNCIONALIZADOS DERIVADOS DE ISATINA E ANÁLISE IN SILICO DE SEUS POTENCIAIS FARMACOLÓGICOS;DISSERTAÇÃO;['LEONARDO ANTONELLI NASCIMENTO DE JESUS']
UNESP-SÃO JOSÉ DO RIO PRETO;Agrupamento e Agregação de Medidas Objetivas para Ranqueamento de Regras em Classificadores Associativos;DISSERTAÇÃO;['MAICON DALLAGNOL']
UFAM;Suavização de malhas usando filtros bilaterais adaptativos;DISSERTAÇÃO;['ALEX OLIVEIRA PINTO']
UFG;Legal Domain Adaptation in Portuguese Language Models - Developing and Evaluating RoBERTa-based Models on Legal Corpora;DISSERTAÇÃO;['EDUARDO AUGUSTO SANTOS GARCIA']
